Datetime,Silver,Palladium,Gold
2022-01-05 20:00:00-05:00,22.850000381469727,1867.0,1811.4000244140625
2022-01-05 21:00:00-05:00,22.78499984741211,1871.5,1810.199951171875
2022-01-05 22:00:00-05:00,22.739999771118164,1862.0,1809.4000244140625
2022-01-05 23:00:00-05:00,22.69499969482422,1850.0,1807.0
2022-01-06 00:00:00-05:00,22.71500015258789,1861.5,1807.300048828125
2022-01-06 01:00:00-05:00,22.645000457763672,1863.5,1803.4000244140625
2022-01-06 02:00:00-05:00,22.625,1862.5,1803.4000244140625
2022-01-06 03:00:00-05:00,22.489999771118164,1858.0,1801.800048828125
2022-01-06 04:00:00-05:00,22.25,1875.5,1796.0
2022-01-06 05:00:00-05:00,22.40999984741211,1880.5,1804.0999755859373
2022-01-06 06:00:00-05:00,22.3700008392334,1897.0,1801.800048828125
2022-01-06 07:00:00-05:00,22.30500030517578,1877.0,1800.4000244140625
2022-01-06 08:00:00-05:00,22.15999984741211,1858.5,1792.9000244140625
2022-01-06 09:00:00-05:00,22.299999237060547,1875.0,1795.5
2022-01-06 10:00:00-05:00,22.2549991607666,1862.5,1795.9000244140625
2022-01-06 11:00:00-05:00,22.165000915527344,1873.0,1792.5
2022-01-06 12:00:00-05:00,22.23500061035156,1878.0,1793.199951171875
2022-01-06 13:00:00-05:00,22.209999084472656,1877.5,1791.300048828125
2022-01-06 14:00:00-05:00,22.19499969482422,1876.5,1789.199951171875
2022-01-06 15:00:00-05:00,22.209999084472656,1874.5,1789.199951171875
2022-01-06 16:00:00-05:00,22.20499992370605,1875.0,1790.9000244140625
2022-01-06 18:00:00-05:00,22.209999084472656,1865.5,1791.4000244140625
2022-01-06 19:00:00-05:00,22.21999931335449,1870.5,1792.5
2022-01-06 21:00:00-05:00,22.15999984741211,1868.0,1791.699951171875
2022-01-06 22:00:00-05:00,22.170000076293945,1873.5,1792.9000244140625
2022-01-06 23:00:00-05:00,22.165000915527344,1871.5,1792.800048828125
2022-01-07 01:00:00-05:00,22.114999771118164,1868.0,1790.5999755859375
2022-01-07 02:00:00-05:00,22.125,1879.0,1791.5999755859375
2022-01-07 03:00:00-05:00,22.190000534057617,1871.0,1790.0999755859375
2022-01-07 04:00:00-05:00,22.23500061035156,1911.0,1793.5999755859375
2022-01-07 05:00:00-05:00,22.239999771118164,1908.0,1793.5
2022-01-07 06:00:00-05:00,22.21999931335449,1908.5,1793.199951171875
2022-01-07 07:00:00-05:00,22.25,1910.0,1793.0999755859375
2022-01-07 08:00:00-05:00,22.295000076293945,1910.0,1796.300048828125
2022-01-07 09:00:00-05:00,22.280000686645508,1910.0,1794.199951171875
2022-01-07 10:00:00-05:00,22.184999465942383,1905.5,1793.0999755859375
2022-01-07 11:00:00-05:00,22.30500030517578,1909.0,1794.5
2022-01-07 12:00:00-05:00,22.364999771118164,1946.0,1796.5
2022-01-07 13:00:00-05:00,22.459999084472656,1930.0,1798.4000244140625
2022-01-07 14:00:00-05:00,22.415000915527344,1927.5,1797.4000244140625
2022-01-07 15:00:00-05:00,22.40999984741211,1929.0,1797.199951171875
2022-01-07 16:00:00-05:00,22.415000915527344,1935.5,1797.0999755859375
2022-01-09 18:00:00-05:00,22.420000076293945,1940.0,1796.4000244140625
2022-01-09 19:00:00-05:00,22.440000534057617,1923.0,1794.800048828125
2022-01-09 21:00:00-05:00,22.364999771118164,1921.5,1795.5999755859375
2022-01-10 00:00:00-05:00,22.325000762939453,1920.0,1793.199951171875
2022-01-10 01:00:00-05:00,22.299999237060547,1921.5,1792.699951171875
2022-01-10 02:00:00-05:00,22.375,1929.0,1795.0999755859375
2022-01-10 03:00:00-05:00,22.395000457763672,1951.5,1795.9000244140625
2022-01-10 04:00:00-05:00,22.45499992370605,1955.5,1797.5
2022-01-10 05:00:00-05:00,22.51499938964844,1945.5,1800.5
2022-01-10 06:00:00-05:00,22.524999618530277,1964.0,1802.0
2022-01-10 07:00:00-05:00,22.48500061035156,1954.0,1801.0999755859375
2022-01-10 08:00:00-05:00,22.40999984741211,1931.5,1796.5999755859375
2022-01-10 09:00:00-05:00,22.38999938964844,1930.0,1795.800048828125
2022-01-10 10:00:00-05:00,22.450000762939453,1916.5,1795.5
2022-01-10 11:00:00-05:00,22.450000762939453,1913.5,1795.5
2022-01-10 12:00:00-05:00,22.5,1913.5,1799.800048828125
2022-01-10 13:00:00-05:00,22.540000915527344,1909.5,1801.4000244140625
2022-01-10 14:00:00-05:00,22.51000022888184,1910.0,1801.199951171875
2022-01-10 15:00:00-05:00,22.5,1912.5,1801.0999755859375
2022-01-10 16:00:00-05:00,22.524999618530277,1913.0,1801.699951171875
2022-01-10 18:00:00-05:00,22.524999618530277,1915.0,1802.800048828125
2022-01-10 19:00:00-05:00,22.545000076293945,1913.5,1804.4000244140625
2022-01-10 20:00:00-05:00,22.584999084472656,1914.0,1805.699951171875
2022-01-10 21:00:00-05:00,22.59000015258789,1920.0,1805.9000244140625
2022-01-10 22:00:00-05:00,22.604999542236328,1920.0,1807.4000244140625
2022-01-10 23:00:00-05:00,22.584999084472656,1924.0,1806.0999755859373
2022-01-11 00:00:00-05:00,22.584999084472656,1934.0,1807.9000244140625
2022-01-11 01:00:00-05:00,22.684999465942383,1937.0,1809.199951171875
2022-01-11 02:00:00-05:00,22.690000534057617,1935.0,1809.5
2022-01-11 03:00:00-05:00,22.71999931335449,1928.0,1809.9000244140625
2022-01-11 04:00:00-05:00,22.674999237060547,1924.5,1810.0
2022-01-11 05:00:00-05:00,22.614999771118164,1927.5,1807.4000244140625
2022-01-11 06:00:00-05:00,22.625,1920.5,1807.199951171875
2022-01-11 07:00:00-05:00,22.690000534057617,1927.5,1807.699951171875
2022-01-11 08:00:00-05:00,22.69499969482422,1925.0,1808.5999755859373
2022-01-11 09:00:00-05:00,22.614999771118164,1918.0,1806.9000244140625
2022-01-11 10:00:00-05:00,22.655000686645508,1914.0,1812.199951171875
2022-01-11 11:00:00-05:00,22.73500061035156,1918.0,1816.5999755859373
2022-01-11 12:00:00-05:00,22.815000534057617,1931.5,1817.699951171875
2022-01-11 13:00:00-05:00,22.81999969482422,1923.5,1820.4000244140625
2022-01-11 14:00:00-05:00,22.82999992370605,1918.0,1821.199951171875
2022-01-11 15:00:00-05:00,22.86000061035156,1920.0,1823.0999755859373
2022-01-11 16:00:00-05:00,22.84000015258789,1925.0,1822.9000244140625
2022-01-11 18:00:00-05:00,22.82999992370605,1919.5,1821.5999755859373
2022-01-11 19:00:00-05:00,22.825000762939453,1921.0,1822.5999755859373
2022-01-11 21:00:00-05:00,22.78499984741211,1917.0,1820.5999755859373
2022-01-11 22:00:00-05:00,22.795000076293945,1917.0,1819.800048828125
2022-01-11 23:00:00-05:00,22.80500030517578,1917.0,1819.4000244140625
2022-01-12 00:00:00-05:00,22.875,1921.5,1821.5
2022-01-12 01:00:00-05:00,22.88999938964844,1926.5,1821.4000244140625
2022-01-12 02:00:00-05:00,22.854999542236328,1918.0,1820.300048828125
2022-01-12 03:00:00-05:00,22.774999618530277,1913.0,1818.0
2022-01-12 04:00:00-05:00,22.7450008392334,1923.5,1816.9000244140625
2022-01-12 05:00:00-05:00,22.78499984741211,1926.5,1818.0
2022-01-12 06:00:00-05:00,22.82999992370605,1916.5,1818.4000244140625
2022-01-12 07:00:00-05:00,22.84000015258789,1916.5,1819.300048828125
2022-01-12 08:00:00-05:00,23.024999618530277,1930.5,1825.5
2022-01-12 09:00:00-05:00,23.114999771118164,1948.5,1824.5
2022-01-12 10:00:00-05:00,23.13999938964844,1946.5,1824.5999755859373
2022-01-12 11:00:00-05:00,23.155000686645508,1929.0,1824.699951171875
2022-01-12 12:00:00-05:00,23.21999931335449,1921.5,1827.0
2022-01-12 13:00:00-05:00,23.2549991607666,1915.0,1828.0
2022-01-12 14:00:00-05:00,23.26000022888184,1914.5,1828.0999755859373
2022-01-12 15:00:00-05:00,23.25,1913.5,1828.199951171875
2022-01-12 16:00:00-05:00,23.239999771118164,1914.0,1827.4000244140625
2022-01-12 18:00:00-05:00,23.209999084472656,1908.0,1826.0999755859373
2022-01-12 19:00:00-05:00,23.184999465942383,1910.5,1825.699951171875
2022-01-12 20:00:00-05:00,23.26000022888184,1907.5,1826.699951171875
2022-01-12 21:00:00-05:00,23.239999771118164,1906.0,1825.5
2022-01-12 22:00:00-05:00,23.239999771118164,1906.5,1825.4000244140625
2022-01-12 23:00:00-05:00,23.23500061035156,1908.0,1826.5999755859373
2022-01-13 00:00:00-05:00,23.270000457763672,1903.0,1828.300048828125
2022-01-13 01:00:00-05:00,23.209999084472656,1904.0,1827.0
2022-01-13 02:00:00-05:00,23.209999084472656,1899.5,1827.199951171875
2022-01-13 03:00:00-05:00,23.239999771118164,1896.5,1827.5999755859373
2022-01-13 04:00:00-05:00,23.19499969482422,1909.0,1822.5
2022-01-13 05:00:00-05:00,23.21500015258789,1914.5,1823.699951171875
2022-01-13 06:00:00-05:00,23.290000915527344,1895.0,1823.9000244140625
2022-01-13 07:00:00-05:00,23.315000534057617,1902.5,1825.9000244140625
2022-01-13 08:00:00-05:00,23.270000457763672,1910.0,1825.199951171875
2022-01-13 09:00:00-05:00,23.26499938964844,1919.0,1823.5999755859373
2022-01-13 10:00:00-05:00,23.229999542236328,1899.5,1820.4000244140625
2022-01-13 11:00:00-05:00,23.200000762939453,1887.0,1818.9000244140625
2022-01-13 12:00:00-05:00,23.20499992370605,1900.0,1821.199951171875
2022-01-13 13:00:00-05:00,23.190000534057617,1897.0,1821.9000244140625
2022-01-13 14:00:00-05:00,23.190000534057617,1894.0,1821.4000244140625
2022-01-13 15:00:00-05:00,23.13999938964844,1890.0,1821.9000244140625
2022-01-13 16:00:00-05:00,23.125,1889.5,1822.5999755859373
2022-01-13 18:00:00-05:00,23.125,1884.5,1822.300048828125
2022-01-13 19:00:00-05:00,23.104999542236328,1885.0,1821.699951171875
2022-01-13 20:00:00-05:00,23.145000457763672,1880.0,1824.300048828125
2022-01-13 21:00:00-05:00,23.149999618530277,1873.0,1825.300048828125
2022-01-13 22:00:00-05:00,23.184999465942383,1872.5,1827.0
2022-01-13 23:00:00-05:00,23.21999931335449,1869.0,1827.0
2022-01-14 00:00:00-05:00,23.2450008392334,1865.5,1828.0
2022-01-14 01:00:00-05:00,23.229999542236328,1884.0,1827.699951171875
2022-01-14 02:00:00-05:00,23.26499938964844,1885.0,1827.9000244140625
2022-01-14 03:00:00-05:00,23.34499931335449,1884.5,1829.300048828125
2022-01-14 04:00:00-05:00,23.20499992370605,1879.5,1824.300048828125
2022-01-14 05:00:00-05:00,23.170000076293945,1879.0,1823.9000244140625
2022-01-14 06:00:00-05:00,23.170000076293945,1894.5,1823.5
2022-01-14 07:00:00-05:00,23.165000915527344,1893.0,1823.5
2022-01-14 08:00:00-05:00,23.1299991607666,1877.5,1827.5
2022-01-14 09:00:00-05:00,23.09000015258789,1915.5,1826.699951171875
2022-01-14 10:00:00-05:00,23.100000381469727,1910.5,1825.800048828125
2022-01-14 11:00:00-05:00,23.0049991607666,1884.5,1821.5
2022-01-14 12:00:00-05:00,22.959999084472656,1881.5,1819.0
2022-01-14 13:00:00-05:00,22.94499969482422,1885.0,1817.300048828125
2022-01-14 14:00:00-05:00,22.975000381469727,1886.0,1818.5999755859373
2022-01-14 15:00:00-05:00,22.98500061035156,1880.5,1818.5
2022-01-14 16:00:00-05:00,23.01499938964844,1883.0,1817.4000244140625
2022-01-16 18:00:00-05:00,23.020000457763672,1874.0,1818.9000244140625
2022-01-16 19:00:00-05:00,22.96999931335449,1870.5,1816.0999755859373
2022-01-16 20:00:00-05:00,22.934999465942383,1868.5,1816.0
2022-01-16 21:00:00-05:00,22.934999465942383,1869.0,1817.9000244140625
2022-01-16 22:00:00-05:00,23.0049991607666,1876.5,1819.0
2022-01-16 23:00:00-05:00,23.045000076293945,1877.0,1819.800048828125
2022-01-18 00:00:00-05:00,23.0,1881.0,1817.4000244140625
2022-01-18 01:00:00-05:00,23.024999618530277,1882.0,1817.0
2022-01-18 02:00:00-05:00,23.020000457763672,1882.0,1817.0
2022-01-18 03:00:00-05:00,23.03499984741211,1882.5,1817.0
2022-01-18 04:00:00-05:00,22.95499992370605,1882.0,1812.9000244140625
2022-01-18 05:00:00-05:00,22.854999542236328,1892.5,1810.4000244140625
2022-01-18 06:00:00-05:00,22.950000762939453,1913.0,1814.300048828125
2022-01-18 07:00:00-05:00,23.01499938964844,1899.5,1816.0999755859373
2022-01-18 08:00:00-05:00,23.540000915527344,1928.5,1819.800048828125
2022-01-18 09:00:00-05:00,23.584999084472656,1912.0,1819.800048828125
2022-01-18 10:00:00-05:00,23.6299991607666,1912.0,1819.9000244140625
2022-01-18 11:00:00-05:00,23.68000030517578,1910.0,1819.9000244140625
2022-01-18 12:00:00-05:00,23.530000686645508,1912.5,1815.300048828125
2022-01-18 13:00:00-05:00,23.51000022888184,1904.0,1813.5999755859373
2022-01-18 14:00:00-05:00,23.614999771118164,1904.5,1815.5999755859373
2022-01-18 15:00:00-05:00,23.625,1902.5,1815.0
2022-01-18 16:00:00-05:00,23.53499984741211,1904.5,1814.4000244140625
2022-01-18 18:00:00-05:00,23.530000686645508,1904.5,1814.9000244140625
2022-01-18 19:00:00-05:00,23.530000686645508,1896.0,1814.199951171875
2022-01-18 20:00:00-05:00,23.53499984741211,1898.0,1813.699951171875
2022-01-18 21:00:00-05:00,23.524999618530277,1895.0,1813.0
2022-01-18 22:00:00-05:00,23.489999771118164,1890.5,1811.199951171875
2022-01-19 00:00:00-05:00,23.51499938964844,1897.0,1813.5999755859373
2022-01-19 01:00:00-05:00,23.674999237060547,1899.5,1814.4000244140625
2022-01-19 02:00:00-05:00,23.665000915527344,1888.0,1814.5999755859373
2022-01-19 03:00:00-05:00,23.739999771118164,1896.5,1815.800048828125
2022-01-19 04:00:00-05:00,23.809999465942383,1902.0,1817.300048828125
2022-01-19 05:00:00-05:00,23.88999938964844,1915.0,1819.5
2022-01-19 06:00:00-05:00,23.8799991607666,1920.0,1820.0
2022-01-19 07:00:00-05:00,23.825000762939453,1924.5,1819.0
2022-01-19 08:00:00-05:00,23.90999984741211,1975.0,1825.800048828125
2022-01-19 09:00:00-05:00,23.95499992370605,2042.5,1828.800048828125
2022-01-19 10:00:00-05:00,24.059999465942383,2027.0,1839.300048828125
2022-01-19 11:00:00-05:00,24.18000030517578,2035.0,1842.0
2022-01-19 12:00:00-05:00,24.26499938964844,2028.5,1843.4000244140625
2022-01-19 13:00:00-05:00,24.2450008392334,2010.0,1843.699951171875
2022-01-19 14:00:00-05:00,24.25,2010.0,1843.800048828125
2022-01-19 15:00:00-05:00,24.25,2009.0,1843.9000244140625
2022-01-19 16:00:00-05:00,24.23500061035156,2003.5,1843.0
2022-01-19 18:00:00-05:00,24.20499992370605,2007.0,1840.699951171875
2022-01-19 19:00:00-05:00,24.21999931335449,1991.0,1841.800048828125
2022-01-19 20:00:00-05:00,24.229999542236328,1999.5,1844.4000244140625
2022-01-19 21:00:00-05:00,24.19499969482422,2000.0,1843.0
2022-01-19 22:00:00-05:00,24.25,2008.5,1841.9000244140625
2022-01-19 23:00:00-05:00,24.2450008392334,2000.0,1840.5
2022-01-20 00:00:00-05:00,24.2450008392334,1999.5,1840.300048828125
2022-01-20 01:00:00-05:00,24.325000762939453,2002.0,1840.9000244140625
2022-01-20 02:00:00-05:00,24.239999771118164,2020.0,1841.5999755859373
2022-01-20 03:00:00-05:00,24.25,2055.0,1842.699951171875
2022-01-20 04:00:00-05:00,24.2450008392334,2058.5,1841.800048828125
2022-01-20 05:00:00-05:00,24.274999618530277,2085.5,1840.199951171875
2022-01-20 06:00:00-05:00,24.315000534057617,2053.0,1840.0999755859373
2022-01-20 07:00:00-05:00,24.280000686645508,2052.5,1841.0
2022-01-20 08:00:00-05:00,24.48500061035156,2063.5,1847.5
2022-01-20 09:00:00-05:00,24.6200008392334,2062.0,1847.699951171875
2022-01-20 10:00:00-05:00,24.69499969482422,2052.5,1848.5
2022-01-20 11:00:00-05:00,24.700000762939453,2065.5,1847.4000244140625
2022-01-20 12:00:00-05:00,24.7549991607666,2077.0,1844.300048828125
2022-01-20 13:00:00-05:00,24.739999771118164,2076.0,1843.0999755859373
2022-01-20 14:00:00-05:00,24.690000534057617,2075.0,1842.199951171875
2022-01-20 15:00:00-05:00,24.63999938964844,2070.5,1841.0
2022-01-20 16:00:00-05:00,24.540000915527344,2065.0,1840.300048828125
2022-01-20 18:00:00-05:00,24.53499984741211,2068.5,1840.5999755859373
2022-01-20 20:00:00-05:00,24.520000457763672,2046.0,1839.5
2022-01-20 21:00:00-05:00,24.45499992370605,2047.5,1842.0
2022-01-20 22:00:00-05:00,24.51000022888184,2047.0,1842.300048828125
2022-01-20 23:00:00-05:00,24.51000022888184,2041.5,1842.199951171875
2022-01-21 00:00:00-05:00,24.57999992370605,2041.5,1842.300048828125
2022-01-21 01:00:00-05:00,24.57999992370605,2044.0,1841.699951171875
2022-01-21 02:00:00-05:00,24.6200008392334,2056.0,1843.0999755859373
2022-01-21 03:00:00-05:00,24.56999969482422,2053.5,1839.699951171875
2022-01-21 04:00:00-05:00,24.524999618530277,2079.0,1834.5
2022-01-21 05:00:00-05:00,24.51499938964844,2081.0,1835.9000244140625
2022-01-21 06:00:00-05:00,24.479999542236328,2087.5,1834.800048828125
2022-01-21 07:00:00-05:00,24.46999931335449,2085.5,1836.5
2022-01-21 08:00:00-05:00,24.63999938964844,2115.0,1842.5
2022-01-21 09:00:00-05:00,24.6299991607666,2141.0,1843.699951171875
2022-01-21 10:00:00-05:00,24.524999618530277,2135.0,1841.199951171875
2022-01-21 11:00:00-05:00,24.46500015258789,2120.0,1835.4000244140625
2022-01-21 12:00:00-05:00,24.40999984741211,2119.0,1835.4000244140625
2022-01-21 13:00:00-05:00,24.395000457763672,2105.5,1833.0999755859373
2022-01-21 14:00:00-05:00,24.43000030517578,2105.0,1832.9000244140625
2022-01-21 15:00:00-05:00,24.34000015258789,2100.5,1832.300048828125
2022-01-21 16:00:00-05:00,24.3700008392334,2105.0,1836.300048828125
2022-01-23 18:00:00-05:00,24.36000061035156,2108.0,1837.5
2022-01-23 19:00:00-05:00,24.34000015258789,2102.5,1835.4000244140625
2022-01-23 20:00:00-05:00,24.325000762939453,2097.5,1836.5
2022-01-23 21:00:00-05:00,24.28499984741211,2115.0,1837.5
2022-01-23 22:00:00-05:00,24.26499938964844,2121.0,1837.5
2022-01-23 23:00:00-05:00,24.2549991607666,2119.0,1837.9000244140625
2022-01-24 00:00:00-05:00,24.274999618530277,2114.0,1839.699951171875
2022-01-24 01:00:00-05:00,24.26000022888184,2112.5,1839.300048828125
2022-01-24 02:00:00-05:00,24.225000381469727,2107.5,1839.199951171875
2022-01-24 03:00:00-05:00,24.32999992370605,2119.5,1842.0999755859373
2022-01-24 04:00:00-05:00,24.325000762939453,2109.0,1844.9000244140625
2022-01-24 05:00:00-05:00,24.26499938964844,2117.5,1842.4000244140625
2022-01-24 06:00:00-05:00,24.15999984741211,2143.0,1840.4000244140625
2022-01-24 07:00:00-05:00,24.155000686645508,2149.0,1841.0999755859373
2022-01-24 08:00:00-05:00,24.125,2134.5,1843.5999755859373
2022-01-24 09:00:00-05:00,23.940000534057617,2146.5,1841.5999755859373
2022-01-24 10:00:00-05:00,23.80500030517578,2140.0,1835.9000244140625
2022-01-24 11:00:00-05:00,23.780000686645508,2144.0,1835.300048828125
2022-01-24 12:00:00-05:00,23.795000076293945,2148.0,1838.800048828125
2022-01-24 13:00:00-05:00,23.924999237060547,2149.0,1843.199951171875
2022-01-24 14:00:00-05:00,23.94499969482422,2147.5,1842.699951171875
2022-01-24 15:00:00-05:00,24.0,2145.5,1842.4000244140625
2022-01-24 16:00:00-05:00,24.059999465942383,2142.5,1844.4000244140625
2022-01-24 18:00:00-05:00,24.045000076293945,2136.0,1844.0
2022-01-24 19:00:00-05:00,24.0049991607666,2136.5,1843.800048828125
2022-01-24 20:00:00-05:00,23.8799991607666,2130.5,1843.199951171875
2022-01-24 21:00:00-05:00,23.82999992370605,2134.5,1841.300048828125
2022-01-24 22:00:00-05:00,23.875,2137.5,1842.300048828125
2022-01-25 00:00:00-05:00,23.88500022888184,2137.0,1843.0999755859373
2022-01-25 01:00:00-05:00,23.864999771118164,2132.0,1842.800048828125
2022-01-25 02:00:00-05:00,23.864999771118164,2140.0,1843.5
2022-01-25 03:00:00-05:00,23.850000381469727,2168.5,1843.0999755859373
2022-01-25 04:00:00-05:00,23.799999237060547,2169.0,1839.0999755859373
2022-01-25 05:00:00-05:00,23.795000076293945,2186.0,1838.800048828125
2022-01-25 06:00:00-05:00,23.780000686645508,2186.5,1839.5999755859373
2022-01-25 07:00:00-05:00,23.7450008392334,2160.0,1840.300048828125
2022-01-25 08:00:00-05:00,23.815000534057617,2169.5,1843.199951171875
2022-01-25 09:00:00-05:00,23.989999771118164,2176.0,1853.4000244140625
2022-01-25 10:00:00-05:00,23.875,2173.5,1851.9000244140625
2022-01-25 11:00:00-05:00,23.875,2183.0,1849.9000244140625
2022-01-25 12:00:00-05:00,23.875,2193.0,1850.699951171875
2022-01-25 13:00:00-05:00,23.975000381469727,2194.0,1853.0999755859373
2022-01-25 14:00:00-05:00,24.01499938964844,2205.5,1854.199951171875
2022-01-25 15:00:00-05:00,23.989999771118164,2201.0,1852.199951171875
2022-01-25 16:00:00-05:00,23.895000457763672,2199.5,1848.5999755859373
2022-01-25 18:00:00-05:00,23.94499969482422,2201.5,1850.199951171875
2022-01-25 19:00:00-05:00,23.934999465942383,2185.0,1849.699951171875
2022-01-25 20:00:00-05:00,23.90999984741211,2187.0,1848.800048828125
2022-01-25 21:00:00-05:00,23.84000015258789,2187.5,1849.199951171875
2022-01-25 22:00:00-05:00,23.780000686645508,2181.5,1848.300048828125
2022-01-25 23:00:00-05:00,23.78499984741211,2181.5,1847.800048828125
2022-01-26 00:00:00-05:00,23.790000915527344,2183.5,1848.4000244140625
2022-01-26 01:00:00-05:00,23.809999465942383,2185.0,1848.9000244140625
2022-01-26 02:00:00-05:00,23.770000457763672,2198.0,1847.4000244140625
2022-01-26 03:00:00-05:00,23.94499969482422,2216.0,1846.4000244140625
2022-01-26 04:00:00-05:00,23.979999542236328,2245.0,1847.9000244140625
2022-01-26 05:00:00-05:00,23.975000381469727,2241.0,1847.699951171875
2022-01-26 06:00:00-05:00,23.975000381469727,2264.0,1847.5999755859373
2022-01-26 07:00:00-05:00,23.979999542236328,2288.0,1847.5
2022-01-26 08:00:00-05:00,24.024999618530277,2325.0,1848.199951171875
2022-01-26 09:00:00-05:00,23.93000030517578,2338.0,1844.199951171875
